"code             ","rgb             ","hex    ","name                  ","category                       "
"7630 UP          ","rgb(120,89,86)  ","#785956","                      ","Graphic Designers              "
"P 33-13 C        ","rgb(121,92,83)  ","#795C53","                      ","Graphic Designers              "
"P 43-12 U        ","rgb(119,91,86)  ","#775B56","                      ","Graphic Designers              "
"2321 UP          ","rgb(114,99,86)  ","#726356","                      ","Graphic Designers              "
"4975 UP          ","rgb(119,95,88)  ","#775F58","                      ","Graphic Designers              "
"P 33-13 U        ","rgb(117,98,88)  ","#756258","                      ","Graphic Designers              "
"P 51-12 U        ","rgb(118,94,91)  ","#765E5B","                      ","Graphic Designers              "
"P 78-12 U        ","rgb(121,88,94)  ","#79585E","                      ","Graphic Designers              "
"5185 U           ","rgb(117,96,105) ","#756069","                      ","Graphic Designers              "
"7643 U           ","rgb(122,90,103) ","#7A5A67","                      ","Graphic Designers              "
"P 79-12 C        ","rgb(127,89,100) ","#7F5964","                      ","Graphic Designers              "
"P 86-12 C        ","rgb(120,93,104) ","#785D68","                      ","Graphic Designers              "
"P 86-12 U        ","rgb(117,94,104) ","#755E68","                      ","Graphic Designers              "
"10194 C          ","rgb(121,92,110) ","#795C6E","                      ","Graphic Designers              "
"262 U            ","rgb(117,94,116) ","#755E74","                      ","Graphic Designers              "
"262 UP           ","rgb(120,94,113) ","#785E71","                      ","Graphic Designers              "
"7658 UP          ","rgb(121,88,114) ","#795872","                      ","Graphic Designers              "
"P 85-14 U        ","rgb(127,91,112) ","#7F5B70","                      ","Graphic Designers              "
"P 87-11 C        ","rgb(118,96,112) ","#766070","                      ","Graphic Designers              "
"P 90-14 U        ","rgb(123,92,113) ","#7B5C71","                      ","Graphic Designers              "
"2622 U           ","rgb(123,91,122) ","#7B5B7A","                      ","Graphic Designers              "
"2622 UP          ","rgb(124,93,119) ","#7C5D77","                      ","Graphic Designers              "
"519 U            ","rgb(119,93,122) ","#775D7A","                      ","Graphic Designers              "
"7651 U           ","rgb(127,92,120) ","#7F5C78","                      ","Graphic Designers              "
"7657 U           ","rgb(126,89,120) ","#7E5978","                      ","Graphic Designers              "
"7658 U           ","rgb(124,94,119) ","#7C5E77","                      ","Graphic Designers              "
"P 94-11 U        ","rgb(117,93,125) ","#755D7D","                      ","Graphic Designers              "
"P 97-13 U        ","rgb(117,94,126) ","#755E7E","                      ","Graphic Designers              "
"7663 U           ","rgb(122,92,131) ","#7A5C83","                      ","Graphic Designers              "
"P 92-14 C        ","rgb(125,87,127) ","#7D577F","                      ","Graphic Designers              "
"P 94-6 U         ","rgb(124,95,131) ","#7C5F83","                      ","Graphic Designers              "
"P 97-5 U         ","rgb(122,97,132) ","#7A6184","                      ","Graphic Designers              "
"2082 UP          ","rgb(126,94,140) ","#7E5E8C","                      ","Graphic Designers              "
"2613 U           ","rgb(125,87,135) ","#7D5787","                      ","Graphic Designers              "
"2613 UP          ","rgb(127,89,136) ","#7F5988","                      ","Graphic Designers              "
"P 95-13 C        ","rgb(123,96,136) ","#7B6088","                      ","Graphic Designers              "
"P 96-6 U         ","rgb(117,96,143) ","#75608F","                      ","Graphic Designers              "
"P 97-5 C         ","rgb(121,94,145) ","#795E91","                      ","Graphic Designers              "
"2090 UP          ","rgb(115,104,154)","#73689A","                      ","Graphic Designers              "
"10224 C          ","rgb(122,99,156) ","#7A639C","                      ","Graphic Designers              "
"7676 XGC         ","rgb(120,103,162)","#7867A2","                      ","Graphic Designers              "
"2088 CP          ","rgb(122,106,165)","#7A6AA5","                      ","Graphic Designers              "
"7676 CP          ","rgb(119,106,163)","#776AA3","                      ","Graphic Designers              "
"119 C            ","rgb(137,115,34) ","#897322","                      ","Graphic Designers              "
"1265 C           ","rgb(136,107,37) ","#886B25","                      ","Graphic Designers              "
"1405 U           ","rgb(121,102,72) ","#796648","                      ","Graphic Designers              "
"147 U            ","rgb(118,105,74) ","#76694A","                      ","Graphic Designers              "
"161 U            ","rgb(120,98,73)  ","#786249","                      ","Graphic Designers              "
"2328 C           ","rgb(120,103,72) ","#786748","                      ","Graphic Designers              "
"10374 C          ","rgb(122,97,77)  ","#7A614D","                      ","Graphic Designers              "
"10379 C          ","rgb(120,100,88) ","#786458","                      ","Graphic Designers              "
"2472 U           ","rgb(115,98,85)  ","#736255","                      ","Graphic Designers              "
"462 UP           ","rgb(119,105,80) ","#776950","                      ","Graphic Designers              "
"4625 UP          ","rgb(121,98,79)  ","#79624F","                      ","Graphic Designers              "
"4695 UP          ","rgb(123,96,80)  ","#7B6050","                      ","Graphic Designers              "
"P 23-13 C        ","rgb(124,101,83) ","#7C6553","                      ","Graphic Designers              "
"P 23-14 U        ","rgb(116,102,88) ","#746658","                      ","Graphic Designers              "
"410 C            ","rgb(116,102,97) ","#746661","                      ","Graphic Designers              "
"497 UP           ","rgb(121,96,89)  ","#796059","                      ","Graphic Designers              "
"7533 UP          ","rgb(112,105,95) ","#70695F","                      ","Graphic Designers              "
"7582 UP          ","rgb(123,102,90) ","#7B665A","                      ","Graphic Designers              "
"P 13-13 U        ","rgb(117,106,87) ","#756A57","                      ","Graphic Designers              "
"P 44-11 U        ","rgb(116,100,96) ","#746460","                      ","Graphic Designers              "
"Warm Gray 11 XGC ","rgb(116,104,96) ","#746860","                      ","Graphic Designers              "
"2335 U           ","rgb(113,105,102)","#716966","                      ","Graphic Designers              "
"439 U            ","rgb(115,104,105)","#736869","                      ","Graphic Designers              "
"440 UP           ","rgb(115,105,100)","#736964","                      ","Graphic Designers              "
"7589 U           ","rgb(117,106,99) ","#756A63","                      ","Graphic Designers              "
"7596 U           ","rgb(119,103,96) ","#776760","                      ","Graphic Designers              "
"7617 U           ","rgb(117,102,103)","#756667","                      ","Graphic Designers              "
"P 170-10 U       ","rgb(115,106,101)","#736A65","                      ","Graphic Designers              "
"P 171-11 C       ","rgb(117,104,100)","#756864","                      ","Graphic Designers              "
"5115 UP          ","rgb(122,97,108) ","#7A616C","                      ","Graphic Designers              "
"5125 UP          ","rgb(123,99,109) ","#7B636D","                      ","Graphic Designers              "
"5185 UP          ","rgb(120,102,109)","#78666D","                      ","Graphic Designers              "
"7448 U           ","rgb(114,104,116)","#726874","                      ","Graphic Designers              "
"8463 C           ","rgb(121,98,113) ","#796271","                      ","Graphic Designers              "
"P 171-10 U       ","rgb(118,105,107)","#76696B","                      ","Graphic Designers              "
"P 86-11 U        ","rgb(124,98,110) ","#7C626E","                      ","Graphic Designers              "
"5125 U           ","rgb(125,99,120) ","#7D6378","                      ","Graphic Designers              "
