"code             ","rgb             ","hex    ","name                  ","category                       "
"P 138-11 C       ","rgb(124,160,137)","#7CA089","                      ","Graphic Designers              "
"624 XGC          ","rgb(120,162,146)","#78A292","                      ","Graphic Designers              "
"P 125-12 U       ","rgb(113,163,154)","#71A39A","                      ","Graphic Designers              "
"P 129-12 C       ","rgb(121,164,150)","#79A496","                      ","Graphic Designers              "
"2211 CP          ","rgb(117,160,163)","#75A0A3","                      ","Graphic Designers              "
"5493 U           ","rgb(118,156,163)","#769CA3","                      ","Graphic Designers              "
"10274 C          ","rgb(116,159,174)","#749FAE","                      ","Graphic Designers              "
"2177 CP          ","rgb(118,159,171)","#769FAB","                      ","Graphic Designers              "
"7696 UP          ","rgb(117,156,174)","#759CAE","                      ","Graphic Designers              "
"P 120-11 U       ","rgb(120,159,168)","#789FA8","                      ","Graphic Designers              "
"2206 C           ","rgb(119,159,181)","#779FB5","                      ","Graphic Designers              "
"2206 XGC         ","rgb(120,158,179)","#789EB3","                      ","Graphic Designers              "
"P 117-12 U       ","rgb(116,157,177)","#749DB1","                      ","Graphic Designers              "
"542 UP           ","rgb(121,163,190)","#79A3BE","                      ","Graphic Designers              "
"P 110-4 C        ","rgb(119,161,197)","#77A1C5","                      ","Graphic Designers              "
"P 110-4 U        ","rgb(125,160,191)","#7DA0BF","                      ","Graphic Designers              "
"P 114-3 C        ","rgb(123,163,191)","#7BA3BF","                      ","Graphic Designers              "
"645 C            ","rgb(125,161,196)","#7DA1C4","                      ","Graphic Designers              "
"645 CP           ","rgb(121,160,198)","#79A0C6","                      ","Graphic Designers              "
"390 U            ","rgb(151,169,38) ","#97A926","                      ","Graphic Designers              "
"P 157-16 U       ","rgb(130,164,82) ","#82A452","                      ","Graphic Designers              "
"7489 U           ","rgb(122,171,109)","#7AAB6D","                      ","Graphic Designers              "
"7737 U           ","rgb(123,172,102)","#7BAC66","                      ","Graphic Designers              "
"P 152-6 C        ","rgb(125,165,100)","#7DA564","                      ","Graphic Designers              "
"P 154-13 U       ","rgb(130,169,102)","#82A966","                      ","Graphic Designers              "
"P 148-12 U       ","rgb(126,172,113)","#7EAC71","                      ","Graphic Designers              "
"P 149-4 C        ","rgb(128,170,113)","#80AA71","                      ","Graphic Designers              "
"P 140-4 U        ","rgb(120,168,127)","#78A87F","                      ","Graphic Designers              "
"P 143-12 C       ","rgb(128,170,120)","#80AA78","                      ","Graphic Designers              "
"P 143-3 C        ","rgb(124,174,120)","#7CAE78","                      ","Graphic Designers              "
"P 146-3 U        ","rgb(126,170,123)","#7EAA7B","                      ","Graphic Designers              "
"P 137-12 C       ","rgb(119,169,136)","#77A988","                      ","Graphic Designers              "
"556 CP           ","rgb(121,167,141)","#79A78D","                      ","Graphic Designers              "
"P 132-2 C        ","rgb(123,166,153)","#7BA699","                      ","Graphic Designers              "
"P 128-11 C       ","rgb(116,172,163)","#74ACA3","                      ","Graphic Designers              "
"P 123-11 C       ","rgb(119,166,172)","#77A6AC","                      ","Graphic Designers              "
"2218 UP          ","rgb(120,174,181)","#78AEB5","                      ","Graphic Designers              "
"2232 U           ","rgb(120,176,181)","#78B0B5","                      ","Graphic Designers              "
"P 120-3 C        ","rgb(117,167,185)","#75A7B9","                      ","Graphic Designers              "
"P 123-4 C        ","rgb(122,172,179)","#7AACB3","                      ","Graphic Designers              "
"2205 CP          ","rgb(120,174,189)","#78AEBD","                      ","Graphic Designers              "
"2218 U           ","rgb(121,177,190)","#79B1BE","                      ","Graphic Designers              "
"550 U            ","rgb(122,170,190)","#7AAABE","                      ","Graphic Designers              "
"7695 C           ","rgb(123,167,188)","#7BA7BC","                      ","Graphic Designers              "
"P 117-4 U        ","rgb(121,166,188)","#79A6BC","                      ","Graphic Designers              "
"7458 XGC         ","rgb(119,177,203)","#77B1CB","                      ","Graphic Designers              "
"P 113-11 C       ","rgb(121,166,197)","#79A6C5","                      ","Graphic Designers              "
"3577 U           ","rgb(125,173,208)","#7DADD0","                      ","Graphic Designers              "
"7451 C           ","rgb(137,171,227)","#89ABE3","                      ","Graphic Designers              "
"7489 UP          ","rgb(130,175,104)","#82AF68","                      ","Graphic Designers              "
"P 142-11 U       ","rgb(128,179,127)","#80B37F","                      ","Graphic Designers              "
"P 145-12 U       ","rgb(128,176,121)","#80B079","                      ","Graphic Designers              "
"2248 UP          ","rgb(121,184,149)","#79B895","                      ","Graphic Designers              "
"P 137-4 C        ","rgb(128,180,143)","#80B48F","                      ","Graphic Designers              "
"2247 CP          ","rgb(124,186,150)","#7CBA96","                      ","Graphic Designers              "
"2248 U           ","rgb(125,187,151)","#7DBB97","                      ","Graphic Designers              "
"557 XGC          ","rgb(124,173,147)","#7CAD93","                      ","Graphic Designers              "
"P 130-11 U       ","rgb(127,180,154)","#7FB49A","                      ","Graphic Designers              "
"P 131-3 C        ","rgb(126,180,154)","#7EB49A","                      ","Graphic Designers              "
"P 125-4 U        ","rgb(123,174,163)","#7BAEA3","                      ","Graphic Designers              "
"2232 UP          ","rgb(121,178,177)","#79B2B1","                      ","Graphic Designers              "
"563 CP           ","rgb(121,187,171)","#79BBAB","                      ","Graphic Designers              "
"563 U            ","rgb(118,185,175)","#76B9AF","                      ","Graphic Designers              "
"P 125-4 C        ","rgb(120,178,176)","#78B2B0","                      ","Graphic Designers              "
"P 127-12 C       ","rgb(120,184,174)","#78B8AE","                      ","Graphic Designers              "
"P 128-3 C        ","rgb(125,182,172)","#7DB6AC","                      ","Graphic Designers              "
"2169 CP          ","rgb(129,177,209)","#81B1D1","                      ","Graphic Designers              "
"3577 CP          ","rgb(125,178,209)","#7DB2D1","                      ","Graphic Designers              "
"2141 U           ","rgb(131,186,234)","#83BAEA","                      ","Graphic Designers              "
"2142 U           ","rgb(138,179,232)","#8AB3E8","                      ","Graphic Designers              "
"7480 UP          ","rgb(127,189,148)","#7FBD94","                      ","Graphic Designers              "
"P 127-4 U        ","rgb(122,189,172)","#7ABDAC","                      ","Graphic Designers              "
"3258 UP          ","rgb(126,193,173)","#7EC1AD","                      ","Graphic Designers              "
"P 130-11 C       ","rgb(130,189,169)","#82BDA9","                      ","Graphic Designers              "
"325 UP           ","rgb(124,192,186)","#7CC0BA","                      ","Graphic Designers              "
"7465 UP          ","rgb(126,193,179)","#7EC1B3","                      ","Graphic Designers              "
"319 UP           ","rgb(123,195,197)","#7BC3C5","                      ","Graphic Designers              "
"7472 CP          ","rgb(121,194,190)","#79C2BE","                      ","Graphic Designers              "
"2141 C           ","rgb(139,190,232)","#8BBEE8","                      ","Graphic Designers              "
"278 U            ","rgb(141,186,238)","#8DBAEE","                      ","Graphic Designers              "
"P 112-4 C        ","rgb(134,189,226)","#86BDE2","                      ","Graphic Designers              "
"P 146-3 C        ","rgb(129,173,116)","#81AD74","                      ","Graphic Designers              "
"570 CP           ","rgb(130,198,176)","#82C6B0","                      ","Graphic Designers              "
"3258 CP          ","rgb(129,199,185)","#81C7B9","                      ","Graphic Designers              "
"P 130-4 C        ","rgb(128,196,178)","#80C4B2","                      ","Graphic Designers              "
"2905 C           ","rgb(141,200,232)","#8DC8E8","                      ","Graphic Designers              "
"P 118-4 C        ","rgb(131,200,224)","#83C8E0","                      ","Graphic Designers              "
"2305 CP          ","rgb(154,161,38) ","#9AA126","                      ","Graphic Designers              "
"2299 U           ","rgb(157,211,84) ","#9DD354","                      ","Graphic Designers              "
"367 XGC          ","rgb(157,211,98) ","#9DD362","                      ","Graphic Designers              "
"2905 CP          ","rgb(146,204,234)","#92CCEA","                      ","Graphic Designers              "
"3507 C           ","rgb(173,203,0)  ","#ADCB00","                      ","Graphic Designers              "
"3507 CP          ","rgb(177,197,0)  ","#B1C500","                      ","Graphic Designers              "
"7746 CP          ","rgb(157,160,60) ","#9DA03C","                      ","Graphic Designers              "
"358 U            ","rgb(151,216,138)","#97D88A","                      ","Graphic Designers              "
"2975 C           ","rgb(153,214,234)","#99D6EA","                      ","Graphic Designers              "
"304 C            ","rgb(154,219,232)","#9ADBE8","                      ","Graphic Designers              "
"9464 C           ","rgb(159,221,237)","#9FDDED","                      ","Graphic Designers              "
"383 XGC          ","rgb(173,180,0)  ","#ADB400","                      ","Graphic Designers              "
"P 160-8 C        ","rgb(179,197,14) ","#B3C50E","                      ","Graphic Designers              "
"2286 CP          ","rgb(157,192,76) ","#9DC04C","                      ","Graphic Designers              "
"2292 CP          ","rgb(157,193,73) ","#9DC149","                      ","Graphic Designers              "
"376 UP           ","rgb(132,175,91) ","#84AF5B","                      ","Graphic Designers              "
"2267 C           ","rgb(155,225,152)","#9BE198","                      ","Graphic Designers              "
"2267 U           ","rgb(157,232,159)","#9DE89F","                      ","Graphic Designers              "
"P 157-14 C       ","rgb(160,184,90) ","#A0B85A","                      ","Graphic Designers              "
"P 157-7 U        ","rgb(158,194,88) ","#9EC258","                      ","Graphic Designers              "
"2292 UP          ","rgb(151,186,91) ","#97BA5B","                      ","Graphic Designers              "
"2293 UP          ","rgb(156,189,94) ","#9CBD5E","                      ","Graphic Designers              "
"P 157-14 U       ","rgb(155,181,96) ","#9BB560","                      ","Graphic Designers              "
"337 XGC          ","rgb(138,215,185)","#8AD7B9","                      ","Graphic Designers              "
"7478 U           ","rgb(160,234,197)","#A0EAC5","                      ","Graphic Designers              "
"324 XGC          ","rgb(144,215,210)","#90D7D2","                      ","Graphic Designers              "
"572 U            ","rgb(149,222,207)","#95DECF","                      ","Graphic Designers              "
"Green 0921 C     ","rgb(157,231,215)","#9DE7D7","                      ","Graphic Designers              "
"2286 UP          ","rgb(159,192,107)","#9FC06B","                      ","Graphic Designers              "
"375 UP           ","rgb(159,195,110)","#9FC36E","                      ","Graphic Designers              "
"367 UP           ","rgb(159,196,116)","#9FC474","                      ","Graphic Designers              "
"P 154-6 C        ","rgb(157,195,113)","#9DC371","                      ","Graphic Designers              "
"352 XGC          ","rgb(146,215,168)","#92D7A8","                      ","Graphic Designers              "
"345 C            ","rgb(145,214,172)","#91D6AC","                      ","Graphic Designers              "
"7478 XGC         ","rgb(150,217,180)","#96D9B4","                      ","Graphic Designers              "
"337 C            ","rgb(143,214,189)","#8FD6BD","                      ","Graphic Designers              "
"7478 C           ","rgb(155,227,191)","#9BE3BF","                      ","Graphic Designers              "
"629 U            ","rgb(141,208,222)","#8DD0DE","                      ","Graphic Designers              "
"1955 C           ","rgb(138,21,56)  ","#8A1538","                      ","Graphic Designers              "
"207 C            ","rgb(165,0,52)   ","#A50034","                      ","Graphic Designers              "
"7427 XGC         ","rgb(151,14,48)  ","#970E30","                      ","Graphic Designers              "
"7623 XGC         ","rgb(133,37,42)  ","#85252A","                      ","Graphic Designers              "
"7624 CP          ","rgb(131,41,38)  ","#832926","                      ","Graphic Designers              "
"P 42-8 C         ","rgb(131,54,31)  ","#83361F","                      ","Graphic Designers              "
"P 50-8 C         ","rgb(138,37,44)  ","#8A252C","                      ","Graphic Designers              "
"P 72-16 C        ","rgb(138,26,70)  ","#8A1A46","                      ","Graphic Designers              "
"208 C            ","rgb(134,31,65)  ","#861F41","                      ","Graphic Designers              "
"235 CP           ","rgb(139,30,86)  ","#8B1E56","                      ","Graphic Designers              "
"8842 C           ","rgb(140,28,89)  ","#8C1C59","                      ","Graphic Designers              "
"P 64-16 C        ","rgb(119,44,63)  ","#772C3F","                      ","Graphic Designers              "
"242 XGC          ","rgb(135,28,98)  ","#871C62","                      ","Graphic Designers              "
"7649 C           ","rgb(138,27,97)  ","#8A1B61","                      ","Graphic Designers              "
"7649 XGC         ","rgb(140,20,96)  ","#8C1460","                      ","Graphic Designers              "
"220 C            ","rgb(165,0,80)   ","#A50050","                      ","Graphic Designers              "
"221 XGC          ","rgb(150,15,78)  ","#960F4E","                      ","Graphic Designers              "
"2355 CP          ","rgb(139,30,117) ","#8B1E75","                      ","Graphic Designers              "
"P 82-8 C         ","rgb(131,33,86)  ","#832156","                      ","Graphic Designers              "
"234 C            ","rgb(162,0,103)  ","#A20067","                      ","Graphic Designers              "
"P 88-16 C        ","rgb(131,38,114) ","#832672","                      ","Graphic Designers              "
"2405 XGC         ","rgb(170,0,115)  ","#AA0073","                      ","Graphic Designers              "
"248 C            ","rgb(165,24,144) ","#A51890","                      ","Graphic Designers              "
"247 XGC          ","rgb(164,53,135) ","#A43587","                      ","Graphic Designers              "
"248 CP           ","rgb(161,45,134) ","#A12D86","                      ","Graphic Designers              "
"247 C            ","rgb(187,22,163) ","#BB16A3","                      ","Graphic Designers              "
"Purple C         ","rgb(187,41,187) ","#BB29BB","                      ","Graphic Designers              "
"202 C            ","rgb(134,38,51)  ","#862633","                      ","Graphic Designers              "
"202 XGC          ","rgb(136,37,58)  ","#88253A","                      ","Graphic Designers              "
"P 61-16 C        ","rgb(133,35,53)  ","#852335","                      ","Graphic Designers              "
"208 CP           ","rgb(140,35,69)  ","#8C2345","                      ","Graphic Designers              "
"7435 C           ","rgb(135,38,81)  ","#872651","                      ","Graphic Designers              "
"7435 CP          ","rgb(139,36,81)  ","#8B2451","                      ","Graphic Designers              "
"7435 XGC         ","rgb(137,35,83)  ","#892353","                      ","Graphic Designers              "
"2425 CP          ","rgb(138,38,102) ","#8A2666","                      ","Graphic Designers              "
"P 84-8 C         ","rgb(139,34,105) ","#8B2269","                      ","Graphic Designers              "
"Purple CP        ","rgb(163,66,143) ","#A3428F","                      ","Graphic Designers              "
"247 U            ","rgb(189,81,162) ","#BD51A2","                      ","Graphic Designers              "
"7623 C           ","rgb(138,42,43)  ","#8A2A2B","                      ","Graphic Designers              "
"491 C            ","rgb(127,48,53)  ","#7F3035","                      ","Graphic Designers              "
"195 C            ","rgb(120,47,64)  ","#782F40","                      ","Graphic Designers              "
"7638 XGC         ","rgb(126,46,69)  ","#7E2E45","                      ","Graphic Designers              "
"P 70-16 C        ","rgb(131,41,69)  ","#832945","                      ","Graphic Designers              "
"683 CP           ","rgb(127,41,82)  ","#7F2952","                      ","Graphic Designers              "
"512 C            ","rgb(131,49,119) ","#833177","                      ","Graphic Designers              "
"7526 C           ","rgb(138,57,27)  ","#8A391B","                      ","Graphic Designers              "
"1685 C           ","rgb(131,57,33)  ","#833921","                      ","Graphic Designers              "
"P 39-8 C         ","rgb(132,57,31)  ","#84391F","                      ","Graphic Designers              "
"512 XGC          ","rgb(129,53,119) ","#813577","                      ","Graphic Designers              "
"8845 C           ","rgb(127,55,118) ","#7F3776","                      ","Graphic Designers              "
"10207 C          ","rgb(125,53,113) ","#7D3571","                      ","Graphic Designers              "
"512 CP           ","rgb(133,54,123) ","#85367B","                      ","Graphic Designers              "
"2315 XGC         ","rgb(139,69,19)  ","#8B4513","                      ","Graphic Designers              "
"7517 C           ","rgb(133,67,30)  ","#85431E","                      ","Graphic Designers              "
"1685 CP          ","rgb(135,65,34)  ","#874122","                      ","Graphic Designers              "
"1685 XGC         ","rgb(136,61,36)  ","#883D24","                      ","Graphic Designers              "
"7526 XGC         ","rgb(136,61,35)  ","#883D23","                      ","Graphic Designers              "
"P 36-8 C         ","rgb(138,67,37)  ","#8A4325","                      ","Graphic Designers              "
"P 42-7 C         ","rgb(140,65,40)  ","#8C4128","                      ","Graphic Designers              "
"7638 C           ","rgb(126,45,64)  ","#7E2D40","                      ","Graphic Designers              "
"2049 CP          ","rgb(122,51,67)  ","#7A3343","                      ","Graphic Designers              "
"2049 C           ","rgb(133,44,77)  ","#852C4D","                      ","Graphic Designers              "
"2049 XGC         ","rgb(128,46,76)  ","#802E4C","                      ","Graphic Designers              "
"8821 C           ","rgb(131,46,93)  ","#832E5D","                      ","Graphic Designers              "
"2315 CP          ","rgb(140,74,29)  ","#8C4A1D","                      ","Graphic Designers              "
"7517 XGC         ","rgb(133,71,29)  ","#85471D","                      ","Graphic Designers              "
"1615 C           ","rgb(139,71,32)  ","#8B4720","                      ","Graphic Designers              "
"1615 CP          ","rgb(140,78,32)  ","#8C4E20","                      ","Graphic Designers              "
"7517 CP          ","rgb(136,71,40)  ","#884728","                      ","Graphic Designers              "
"P 32-8 C         ","rgb(138,73,39)  ","#8A4927","                      ","Graphic Designers              "
"7594 C           ","rgb(124,58,45)  ","#7C3A2D","                      ","Graphic Designers              "
"7594 XGC         ","rgb(123,57,47)  ","#7B392F","                      ","Graphic Designers              "
"P 42-15 C        ","rgb(123,62,41)  ","#7B3E29","                      ","Graphic Designers              "
"181 CP           ","rgb(128,53,47)  ","#80352F","                      ","Graphic Designers              "
"181 XGC          ","rgb(124,53,52)  ","#7C3534","                      ","Graphic Designers              "
"195 CP           ","rgb(126,53,69)  ","#7E3545","                      ","Graphic Designers              "
"506 C            ","rgb(132,52,78)  ","#84344E","                      ","Graphic Designers              "
"P 74-15 C        ","rgb(131,48,81)  ","#833051","                      ","Graphic Designers              "
"P 77-15 C        ","rgb(130,50,88)  ","#823258","                      ","Graphic Designers              "
"249 CP           ","rgb(133,50,107) ","#85326B","                      ","Graphic Designers              "
"P 89-7 C         ","rgb(129,51,113) ","#813371","                      ","Graphic Designers              "
"7442 CP          ","rgb(133,72,147) ","#854893","                      ","Graphic Designers              "
"1535 C           ","rgb(148,69,11)  ","#94450B","                      ","Graphic Designers              "
"175 CP           ","rgb(119,64,46)  ","#77402E","                      ","Graphic Designers              "
"P 47-15 C        ","rgb(127,61,44)  ","#7F3D2C","                      ","Graphic Designers              "
"499 C            ","rgb(122,62,58)  ","#7A3E3A","                      ","Graphic Designers              "
"491 CP           ","rgb(126,61,60)  ","#7E3D3C","                      ","Graphic Designers              "
"491 XGC          ","rgb(123,59,66)  ","#7B3B42","                      ","Graphic Designers              "
"8561 C           ","rgb(118,66,66)  ","#764242","                      ","Graphic Designers              "
"8563 C           ","rgb(114,67,63)  ","#72433F","                      ","Graphic Designers              "
"P 54-16 U        ","rgb(115,69,66)  ","#734542","                      ","Graphic Designers              "
"3523 UP          ","rgb(120,69,73)  ","#784549","                      ","Graphic Designers              "
"499 XGC          ","rgb(118,72,69)  ","#764845","                      ","Graphic Designers              "
"P 66-16 U        ","rgb(115,70,73)  ","#734649","                      ","Graphic Designers              "
"506 CP           ","rgb(125,64,78)  ","#7D404E","                      ","Graphic Designers              "
"506 XGC          ","rgb(129,58,82)  ","#813A52","                      ","Graphic Designers              "
"P 77-16 U        ","rgb(119,71,82)  ","#774752","                      ","Graphic Designers              "
"P 82-8 U         ","rgb(120,72,88)  ","#784858","                      ","Graphic Designers              "
"P 82-15 C        ","rgb(133,60,99)  ","#853C63","                      ","Graphic Designers              "
"2356 U           ","rgb(124,64,112) ","#7C4070","                      ","Graphic Designers              "
"7662 XGC         ","rgb(126,72,134) ","#7E4886","                      ","Graphic Designers              "
"P 93-14 C        ","rgb(124,78,138) ","#7C4E8A","                      ","Graphic Designers              "
"1535 XGC         ","rgb(146,71,13)  ","#92470D","                      ","Graphic Designers              "
"2315 C           ","rgb(145,73,16)  ","#914910","                      ","Graphic Designers              "
"7588 CP          ","rgb(122,76,48)  ","#7A4C30","                      ","Graphic Designers              "
"7602 C           ","rgb(123,73,49)  ","#7B4931","                      ","Graphic Designers              "
"P 36-15 C        ","rgb(129,70,43)  ","#81462B","                      ","Graphic Designers              "
"P 39-15 C        ","rgb(131,70,45)  ","#83462D","                      ","Graphic Designers              "
"7588 C           ","rgb(123,77,53)  ","#7B4D35","                      ","Graphic Designers              "
"8560 C           ","rgb(121,76,60)  ","#794C3C","                      ","Graphic Designers              "
"P 50-8 U         ","rgb(121,69,65)  ","#794541","                      ","Graphic Designers              "
"499 CP           ","rgb(123,71,68)  ","#7B4744","                      ","Graphic Designers              "
"8564 C           ","rgb(119,75,75)  ","#774B4B","                      ","Graphic Designers              "
"P 36-15 U        ","rgb(117,80,68)  ","#755044","                      ","Graphic Designers              "
"P 42-15 U        ","rgb(119,79,70)  ","#774F46","                      ","Graphic Designers              "
"P 47-15 U        ","rgb(119,76,70)  ","#774C46","                      ","Graphic Designers              "
"P 47-8 U         ","rgb(122,72,69)  ","#7A4845","                      ","Graphic Designers              "
"P 50-15 U        ","rgb(120,77,69)  ","#784D45","                      ","Graphic Designers              "
"2477 CP          ","rgb(110,85,77)  ","#6E554D","                      ","Graphic Designers              "
"7631 U           ","rgb(110,85,85)  ","#6E5555","                      ","Graphic Designers              "
"8565 C           ","rgb(118,78,80)  ","#764E50","                      ","Graphic Designers              "
"P 43-13 U        ","rgb(112,86,82)  ","#705652","                      ","Graphic Designers              "
"P 44-12 C        ","rgb(113,84,79)  ","#71544F","                      ","Graphic Designers              "
"P 70-16 U        ","rgb(130,71,80)  ","#824750","                      ","Graphic Designers              "
"P 74-16 U        ","rgb(123,73,83)  ","#7B4953","                      ","Graphic Designers              "
"2042 UP          ","rgb(120,80,85)  ","#785055","                      ","Graphic Designers              "
"7421 U           ","rgb(125,78,91)  ","#7D4E5B","                      ","Graphic Designers              "
"P 51-13 U        ","rgb(111,89,86)  ","#6F5956","                      ","Graphic Designers              "
"P 67-13 C        ","rgb(120,81,88)  ","#785158","                      ","Graphic Designers              "
"P 67-13 U        ","rgb(115,86,89)  ","#735659","                      ","Graphic Designers              "
"P 78-13 U        ","rgb(114,85,89)  ","#725559","                      ","Graphic Designers              "
"P 79-13 C        ","rgb(118,83,94)  ","#76535E","                      ","Graphic Designers              "
"2056 C           ","rgb(126,73,102) ","#7E4966","                      ","Graphic Designers              "
"511 U            ","rgb(116,85,104) ","#745568","                      ","Graphic Designers              "
"P 84-16 U        ","rgb(119,78,104) ","#774E68","                      ","Graphic Designers              "
"P 85-14 C        ","rgb(124,76,110) ","#7C4C6E","                      ","Graphic Designers              "
"P 89-15 U        ","rgb(122,80,108) ","#7A506C","                      ","Graphic Designers              "
"P 89-8 U         ","rgb(121,76,108) ","#794C6C","                      ","Graphic Designers              "
"2623 U           ","rgb(117,85,122) ","#75557A","                      ","Graphic Designers              "
"P 92-5 C         ","rgb(128,76,128) ","#804C80","                      ","Graphic Designers              "
"10216 C          ","rgb(123,93,157) ","#7B5D9D","                      ","Graphic Designers              "
"2587 CP          ","rgb(132,95,161) ","#845FA1","                      ","Graphic Designers              "
"2577 C           ","rgb(167,123,202)","#A77BCA","                      ","Graphic Designers              "
"2577 U           ","rgb(164,126,198)","#A47EC6","                      ","Graphic Designers              "
"724 C            ","rgb(147,77,17)  ","#934D11","                      ","Graphic Designers              "
"7567 CP          ","rgb(133,80,38)  ","#855026","                      ","Graphic Designers              "
"8582 C           ","rgb(124,82,42)  ","#7C522A","                      ","Graphic Designers              "
"P 29-15 C        ","rgb(126,78,44)  ","#7E4E2C","                      ","Graphic Designers              "
"P 32-15 C        ","rgb(133,79,42)  ","#854F2A","                      ","Graphic Designers              "
"7602 XGC         ","rgb(122,78,58)  ","#7A4E3A","                      ","Graphic Designers              "
"4705 C           ","rgb(124,77,58)  ","#7C4D3A","                      ","Graphic Designers              "
"4705 CP          ","rgb(119,81,66)  ","#775142","                      ","Graphic Designers              "
"7588 XGC         ","rgb(124,78,59)  ","#7C4E3B","                      ","Graphic Designers              "
"P 43-13 C        ","rgb(118,80,67)  ","#765043","                      ","Graphic Designers              "
"P 29-15 U        ","rgb(118,84,70)  ","#765446","                      ","Graphic Designers              "
"P 36-8 U         ","rgb(124,79,68)  ","#7C4F44","                      ","Graphic Designers              "
"P 39-15 U        ","rgb(119,84,72)  ","#775448","                      ","Graphic Designers              "
"P 39-8 U         ","rgb(122,77,68)  ","#7A4D44","                      ","Graphic Designers              "
"1817 U           ","rgb(121,84,83)  ","#795453","                      ","Graphic Designers              "
"490 U            ","rgb(119,85,84)  ","#775554","                      ","Graphic Designers              "
"497 U            ","rgb(113,89,86)  ","#715956","                      ","Graphic Designers              "
"4975 U           ","rgb(116,86,84)  ","#745654","                      ","Graphic Designers              "
"7616 CP          ","rgb(117,87,83)  ","#755753","                      ","Graphic Designers              "
"690 U            ","rgb(124,80,96)  ","#7C5060","                      ","Graphic Designers              "
"7630 U           ","rgb(118,89,87)  ","#765957","                      ","Graphic Designers              "
"P 51-12 C        ","rgb(123,83,86)  ","#7B5356","                      ","Graphic Designers              "
"P 67-12 U        ","rgb(119,89,92)  ","#77595C","                      ","Graphic Designers              "
"P 78-12 C        ","rgb(125,78,93)  ","#7D4E5D","                      ","Graphic Designers              "
"P 79-13 U        ","rgb(115,90,92)  ","#735A5C","                      ","Graphic Designers              "
"P 82-15 U        ","rgb(124,78,94)  ","#7C4E5E","                      ","Graphic Designers              "
"P 86-13 C        ","rgb(114,89,97)  ","#725961","                      ","Graphic Designers              "
"229 U            ","rgb(122,84,102) ","#7A5466","                      ","Graphic Designers              "
"229 UP           ","rgb(129,78,100) ","#814E64","                      ","Graphic Designers              "
"7645 UP          ","rgb(118,93,100) ","#765D64","                      ","Graphic Designers              "
"7659 UP          ","rgb(114,92,104) ","#725C68","                      ","Graphic Designers              "
"Black 5 UP       ","rgb(110,96,95)  ","#6E605F","                      ","Graphic Designers              "
"P 85-7 U         ","rgb(124,80,103) ","#7C5067","                      ","Graphic Designers              "
"2356 UP          ","rgb(124,80,117) ","#7C5075","                      ","Graphic Designers              "
"525 UP           ","rgb(119,86,117) ","#775675","                      ","Graphic Designers              "
"7652 UP          ","rgb(123,85,110) ","#7B556E","                      ","Graphic Designers              "
"2355 UP          ","rgb(127,82,119) ","#7F5277","                      ","Graphic Designers              "
"255 UP           ","rgb(122,83,118) ","#7A5376","                      ","Graphic Designers              "
"P 90-14 C        ","rgb(125,85,120) ","#7D5578","                      ","Graphic Designers              "
"P 91-15 U        ","rgb(123,85,124) ","#7B557C","                      ","Graphic Designers              "
"P 92-6 U         ","rgb(120,89,123) ","#78597B","                      ","Graphic Designers              "
"2623 UP          ","rgb(122,91,130) ","#7A5B82","                      ","Graphic Designers              "
"P 94-11 C        ","rgb(120,90,135) ","#785A87","                      ","Graphic Designers              "
"P 94-6 C         ","rgb(122,89,139) ","#7A598B","                      ","Graphic Designers              "
"2082 XGC         ","rgb(125,90,149) ","#7D5A95","                      ","Graphic Designers              "
"8142 C           ","rgb(122,95,151) ","#7A5F97","                      ","Graphic Designers              "
"2715 XGC         ","rgb(141,134,197)","#8D86C5","                      ","Graphic Designers              "
"928 U            ","rgb(157,134,222)","#9D86DE","                      ","Graphic Designers              "
"2319 CP          ","rgb(133,89,35)  ","#855923","                      ","Graphic Designers              "
"7575 CP          ","rgb(134,90,35)  ","#865A23","                      ","Graphic Designers              "
"7560 C           ","rgb(125,98,46)  ","#7D622E","                      ","Graphic Designers              "
"2319 XGC         ","rgb(129,89,50)  ","#815932","                      ","Graphic Designers              "
"7505 XGC         ","rgb(122,91,58)  ","#7A5B3A","                      ","Graphic Designers              "
"7575 C           ","rgb(131,93,50)  ","#835D32","                      ","Graphic Designers              "
"8581 C           ","rgb(131,89,49)  ","#835931","                      ","Graphic Designers              "
"8620 C           ","rgb(118,92,64)  ","#765C40","                      ","Graphic Designers              "
"2320 UP          ","rgb(116,93,71)  ","#745D47","                      ","Graphic Designers              "
"7568 XGC         ","rgb(122,87,63)  ","#7A573F","                      ","Graphic Designers              "
"P 16-16 U        ","rgb(116,95,67)  ","#745F43","                      ","Graphic Designers              "
"P 22-16 U        ","rgb(118,90,68)  ","#765A44","                      ","Graphic Designers              "
"1545 U           ","rgb(122,95,72)  ","#7A5F48","                      ","Graphic Designers              "
"2320 U           ","rgb(121,93,72)  ","#795D48","                      ","Graphic Designers              "
"P 23-14 C        ","rgb(115,93,78)  ","#735D4E","                      ","Graphic Designers              "
"P 26-15 U        ","rgb(121,92,70)  ","#795C46","                      ","Graphic Designers              "
"P 32-15 U        ","rgb(123,86,71)  ","#7B5647","                      ","Graphic Designers              "
"4695 U           ","rgb(119,92,80)  ","#775C50","                      ","Graphic Designers              "
"476 UP           ","rgb(117,98,79)  ","#75624F","                      ","Graphic Designers              "
"483 U            ","rgb(125,91,79)  ","#7D5B4F","                      ","Graphic Designers              "
